id,seeker_post,response_post
7593,My nephew told me once of something really stupid that he would do if the situation arose,What situation?
7595,He would drink bleach. That really made my blood boil.,Oh wow. Kid is crazy!
7597,I just started taking my younger kids to an elderly assisted living home to try to brighten people's day. I think its important to show kindness to others and teach my kids that.,Thats really sweet of you and I bet it means the world to those people. Its great to show kids compassion and being nice to people
7599,They really enjoy going there and the people absolutely light up when the kids come up to talk to them. So many of them have no family coming to visit. I think it also helps kids not be afraid of older people who might have oxygen on or something.,I remember being scared the first time I went to visit my great grandmother in a nursing home. But once you see that they are just people it makes everything alright
7601,After my mom spent hours making dinner for us_comma_ I didn't really like it.,Reminds me of when I was younger_comma_ but I always acted like I liked it to make her happy.
7603,That's sweet of you. I've been doing that_comma_ but I think it's time to be honest.,Just make sure you drop the hint in a nice way!
7605,We made the most amazing meal tonight,What did you make?
7607,Corn on the cob_comma_ steaks_comma_ homemade mashed potatoes_comma_ and cheesy brocolli,I would love some of that right now.
7609,I'm looking to move! Just put an offer in on a place_comma_ looking forward for a positive result,That's great! Are you trying to buy a house?
7611,You bet! I think it's time to have a place I can really call my own. Hope they say yes!,It's nice to have a place of your own. I remember the excitement I felt when I bought my house.
7613,My family knows almost all of my secrets,really_comma_ did you tell them your secrets?
7615,yeah. It was part of my therapy,how did it make you feel to disclose that information?
7617,good afterwards. Everyone has secrets right?,Yes_comma_ everyone does. that was really brave of you!
7619,I was the first person to receive a pretigious award at my college after years of the award being on offer.,That is great. Where is the award displayed?
7621,At the department office back at the school.,Cool. Will you leave it there forever?
7623,My dog died_comma_ I feel so lonely,I'm really sorry to hear that. How long did you have it for?
7625,It been 2 days now :(,That's really tough right now. I hope you're doing something fun to keep yourself occupied.
7627,I am so glad I get to see my cousins this weekend,Were you all best friends as children?
7629,We were close but we didnÃ¢Â€Â™t get to see each other more than twice a year,Oh geez_comma_ that's hard! I am glad you get to see them again. treasure such moments!
7631,I have had the worst day. This morning_comma_ I found a dog lying in the street. It was still alive_comma_ so I drove it to the vet.,Oh_comma_ I am so sorry to hear that. That is terrible.
7633,It is. I hope everything is going to be okay with her. I have been waiting to hear back from them.,Me too. That was very nice of what you did for that dog.
7636,I was at the dealership where I bought my car a week ago and I was getting an oil change. The service was so good_comma_ and they took care of my car really quick!,Doesn't that cost a lot?
7638,No_comma_ compared to what I would pay for another place to do it it was cheap. Plus they always have a cool waiting room with snacks,They do always have snacks.
7640,I can't find another way to earn money,There are usually many ways_comma_ but it depends on what you want to do!
7642,I just want to work from home,Well_comma_ we all want to work from home but it takes a lot of work and sweat to make that a reality for most of us
7644,My dad came to my birthday party. I wasn't expecting it.,It's nice he showed up. He doesn't normally ?
7646,No_comma_ he works a lot.,Oh_comma_ I'm sorry. At least he was able to make it this time!
7648,How long have you been married for? I always thought I would be one of those people celebrating my 40 year anniversity.,4 years in October
7650,Oh wow_comma_ I was at 10 till I found him cheating.,Mine cheated on me too. We're separated now.
7652,I finally had a day of_comma_ but the weather was terrible and rainy and cold.,aww that's too bad. I hope you got some solid netflix in at least!
7654,I was hoping to get a chance to play outside and get some sun.,bummer. Well I hope you get a chance to do that soon!
7656,This weekend I saw one woman being kind of mean to another woman of color.,Yikes_comma_ that doesnt happen too often in today's culture. Did you say anything?
7658,No kidding! I don't see how those kind of people are still around. No. It had already escalated by the time I saw it. We figured it was best to just keep moving.,That might be for the best. Were they arguing about her color or something else?
7660,No. She just thought the other woman wasnt doing her job. Classic sense of entitlement.,Thats really annoying. It would be great if people would just let other people be.
7662,I dropped my allstart team trophy and it shattered everywhere,Dang_comma_ that really blows. What was it made of_comma_ glass?
7664,some sort of ceramic material.,They should use metal. That never breaks. Sorry that happened to you.
7666,I have been studying super hard for a new qualification at work. I took the test yesterday know for a fact that I aced it. I don't even need to see the results to know I passed!,It's nice to know the time your spent studying paid off! Congrats!
7668,Yeah_comma_ I liked going into the test knowing I would pass it!,Better to be over prepared than under.
7670,I had not seen my best friend in over 3 years.,Sorry to hear that. What happened to him?
7672,He had just been busy with life. But he was at my house when I got home for work.,Oh that is a nice surprise. I bet you caught up with each other.
7674,i was upset to see someone put a dent in my door,Car door?
7676,yea,When did that happen?
7678,I was talking to my mom one day and she was telling me that my step dad was having some heart issues. He was in the middle of a big garden project and could not finish.,I'm sorry to hear that. Do they know what the issue with his heart is.
7680,They ran some tests and could not pin point what was wrong so he is just taken it easy. I decided to take a weekend and go over and finish the garden. He was pretty happy about that.,That's good. I'm glad it wasn't something urgent and he got to finish in the garden.
7683,I was walking my dog and a stray dog ran up to us and started barking. Next thing I know he was trying to fight with my dog.,That's so scary! I hope your dog is OK.
7685,It was_comma_ I have always been uneasy around fighting animals.She is fine. Took me a bit to calm myself down.,I can imagine. Glad you are both alright.
7687,I am so scared to live in my neighborhood. There is people that come around shooting their guns.,That sounds dangerous! You should try to move
7689,I have been thinking about moving but I have lived here for over 30 years. The area has changed so much.,You really should! With things like that happening you could get seriously injured
7692,My brother in the army showed up at my football event yesterday. I wasn't expecting him to come. I thought he was still stationed in Iraq.,That's amazing. You must have been so surprised and happy!
7694,Totally_comma_ I was in shock.,Did you get a video of it?
7696,my dad died last year,I'm sorry to hear that.
7698,yea i was really destroyed at the time,I hope you are feeling better.
7700,I yelled at my two-year-old nephew the other day_comma_ because he wasn't paying attention and spilled something_comma_ made a huge mess. I've been yelling at him off and on recently since he started living with my family for a short period of time. It's so hard to keep my patience in the moment... But then later on I feel so terrible that I can't be a better human being to him.,I think it's an adjustment you have to work through. Toddlers can really test anyone's patience!
7702,Yeah. I'm trying to handle myself better. It's hard when you're arguing with the child about the same thing_comma_ every day_comma_ day after day. It feels like running into a wall. You want to teach them_comma_ but they don't listen_comma_ or they don't show improvement. And obviously it's because he's two and he's just going to naturally take time to develop. But in the meantime_comma_ I struggle to not overreact.,It's really hard_comma_ especially being thrown into an environment with a two year old and not having them for a consistent basis from when they were younger up until now.
7704,I'm starting a new job next week_comma_ and while I am excited_comma_ I am also very nervous!,Congratulations! Don't be too nervous! You must have done something right to get the job in the first place!
7706,That's true_comma_ but the uncertainty always makes me feel a bit nervous.,That is natural. I'm sure you will do great!
7708,I'm upset that my husband is lazy,Could there be a reason that he is?
7710,I don't know it. But I want to change him and his behaviours,It must be frustrating! How are you gonna go about doing it?
7712,Someone stole my dog from my house!,wth thats crazy
7714,Yes_comma_ they came in and took her from me.,you should john wick them
7716,I went to a new restaurant last friday and they asked what sauce i would like my food to be cooked with _comma_ i said give me the spice dragon thinking it was gonna be hot _comma_ it was sweet and tangy i only ate a bit and left the rest there,Oh wow_comma_ that's disappointing!
7718,it really was _comma_ i really dont like sweet food at all_comma_ i cant even stand candy,I'm really sorry to hear that!
7720,I am so sad. My 3 dogs attacked my baby goat and she died last night from the injuries. Crying....,Aww_comma_ that's so sad. I'm an animal lover so I understand the pain.
7722,It hurts really bad and I don't know what to do. I think I should give some dogs away to a family with no small animals.,That's a really tough decision either way. I wish you the best with it and hope everything improves
7725,my favorite pair of shorts are ruined_comma_ thanks to an overtrusted fart,Oh no! Was you at least at home when that happened?
7727,nope at a bar mitzvah,I bet that was embarrassing. Was you drunk?
7729,Have you ever been to one of those paint parties where you bring your own wine?,Yes! They are super fun. Have you?
7731,Yes. I went to one last week. I was surprised at how good all of our paintings turned out.,I always am as well because I am not an artist by any means.
7734,I knocked my whiskey cup all over my keyboard.,Eek! Hopefully your keyboard isn't acting up!
7736,Not yet I instantly turned it upside down to rest!,That's a good idea! Or use a vacuum if you can.
7738,I was mad when my friend skipped my moms funeral. It was just a sad time,Wow what did they say about skipping it?
7740,He said he was sick_comma_ but that was not true,probably won't forgive him for a long time.
7742,A loud boom went off tonight. Scared me to death.,Wow that would scare me too. What caused it?
7744,Another gunshot likely. Sometimes it's hard to tell- they aren't allowed legally to do fireworks here except on the day of...but they do the bomb one sometimes :/ It's scary as often it IS gunshots...I'm in the ghetto.,Sorry to hear that you're in that situation. Hope you stay safe
7746,My mom and grandma were supposed to visit last week but cancelled last minute.,Oh no. What happened?
7748,My mom said she had to go to work but I'm not sure I believe her.,Must feel terrible. Well_comma_ at least_comma_ you don't have to look after them then.
7751,So last time I was at my parents I decided to drive through my old neighborhood growing up. The field we used to play sports was still there. I cant stop thinking about how much fun we had there.,Must have been really nostalgic. Did you think about going to play on that field again?
7753,I did. but it was cold out so I just drove by. I wonder if some of my old friends parents still live around there. That was a good time. Being young and playing with friends.,Childhood seems to be a great time for most_comma_ but then we wanted to grow up too fast.
7755,My 10 year old cat is starting to get sick a lot. I'm worried about her.,Has she had a history of illness?
7757,Nope_comma_ she's been very healthy. She's just getting old.,I'm sorry to hear that. 10 is still very young though so I hope you have plenty of more time to spend with her.
7759,I had to have a medical test done about a month ago - all was fine but geez!,That sounds hard
7761,Yeah_comma_ and I had to wait 2 weeks for the results - it was so nerve-wracking!,That does sounds sounds to me
7763,A gal my sister knew from highschool (old friend) works in a thrift store I like and today I just didn't feel good and didn't feel like talking to her.,that's sad_comma_ bad memories ?
7765,Yes for sure..She always wants to talk to me incessantly about everything in her life..she was never nice to me as a kid_comma_ and I just went through a huge tragedy she hasn't said a word about. I still felt a little bad because she still gave my mom a discount and a discount on my stuff- my mom went through checkout for me as I just wasn't up too it. I don't feel like talking to people a lot you know?,yeah i understand you_comma_ but people change and we learn from them and that helps us grow more_comma_ don't take it too personally
7767,I am so looking forward to the next Avatar sequel. It seems like I have been waiting forever. I am growing impatient.,Avatar the Airbender or James Cameroons Avatar?
7769,James Cameron's Avatar. I love sci fi and cant wait to see what happens to the Na'vi next.,Ah yes it has been a long time since that movie came out! It has some of the best CGI ever.
7772,i got invited to a trip to texas the other week,Who invited you?
7774,a friend,Are you going to accept the invite?
7776,Did you ever attend college? I just completed my bachelor's degree and I'm feeling really good about my future!,Yes_comma_ I have an Associate's in Nursing.
7778,Wow that's great you must enjoy helping others!,Yes_comma_ it's been a great career. How exciting for you to be about yours. Congratulations!
7780,Welp.. I am a little nervous about going back to school this year.,What are you going to school for? Online or in person?
7782,I am a teacher.. in person.. Starting at a new school.. an alternative school.,Oh that is tough! Oh man_comma_ especially at an alternative one. Make sure you do a lot of self care and don't take stuff too personally from kids :)
7784,I can't wait for the new Super Smash Brothers game to be released.,Is that a video game? Is it Mario?
7786,It's a video game that includes Mario and a bunch of toher characters_comma_ it's by Nintendo.,I used to LOVE Mario Kart - I'm not a big video game fan but I loved that one. I can see why you are excited about it coming out!
7788,My wife left me and I have no one else.,I am so sorry to hear that.
7790,Yes_comma_ she didn't even give me a reason why.,That must be tough. Do you have supportive friends to help you through this tough time?
7792,I found out yesterday at work that I'm one of the top performers for my district! I figured I was doing good_comma_ I didn't know I was doing *that* well!,That's great.
7794,Usually at the end of the day it's never anything nice when my supervisor wants to talk to me but she broke the news and I was surprised! Been walking on sunshine all weekend!,Congrats. I want a promotion at my job.
7796,How long have you been there?,three years.
7798,I'm sure you've done some good work - would it be hard to talk to someone and make your case?,I think I'm just going to move on.
7800,At the end of the year_comma_ a good friend of mine who I haven't seen in a while is coming down to visit.,That sounds exciting. How long has it been since you've seen eachother?
7802,6 years. But we've kept in touch over social media ever since he moved.,That's great!
7804,I am so angry my co-worker stole from me yesterday. How could they do this to me...,What was it that they stole from you there?
7806,My YMCA membership card and some of office supplies. I've let my co-worker borrow that stuff a couple times but now they feel entitled to it so they steal from me I guess.,If they feel entitled though then maybe they are thinking that all is normal?
7808,I took money from my daughter's piggy bank.,Not cool! Why did you do that?
7810,I needed beer money. I feel so guilty about it.,As you should! You should put back the money that you stole.
7812,My dog died this past December and I've had a really hard time getting over it. She was our family pet.,I am so sorry to hear that. I have been devastated by the loss of pets in the past_comma_ so I can understand what you're going through. I'm sure she was very loved and had a great life with you and your family.
7814,She really was a wonderful pet. We just got a puppy recently_comma_ which is the same breed as the one who passed away. She's bringing some light back into our lives.,Aww that's great! What breed?
7816,I'm always really amazed at how my children are wonderful.,Are they just great in general or did they do something extra special?
7818,They're always great_comma_ I just don't get used to it.,Aw :) I wish I had kids. I think it would be worth it
7820,I am so mad at my best friend. She won the lotto last week.,Wow! How much was it?
7822,a Half Million... can you believe it??,I'd be mad too. You don't think she will share it with you
7824,even if she did.. she isnt going to give me that much.. why can't I ever be the one that wins?,I never win either.
7827,I almost died last year.,That is a terrible thing to happen_comma_ I'm sure...
7829,Yes I was very lucky.,I'm happy that you are still here as well! Think of the alternative :(
7831,I recently dug up a necklace my grandmother gave me when I was young for a birthday. I hadn't seen it in years.,Oh my.. that must have been very sad. I can't even imagine how you must have felt.
7833,Yeah_comma_ she passed more than five years ago and I had forgotten all about it. It brought back so many memories though!,I'm so sorry.! But I'm really glad you've got those pleasant memories and the memento to hold on to so you can remember her fondly.
7835,A pit bull was chasing me as I was walking home.,Oh my lord_comma_ I would have been terrified. Are you okay?
7837,Yes but I was scared I was going to die.,I am glad to hear you are okay.
7839,You'll never guess what happened! I am so embarassed.,What happened?
7841,I got a call from my son's school. The Vice Principal told me he pushed another kid and cursed in the lunch room!,Oh no! I am sorry to hear that. Was he suspended?
7844,I came home yesterday and my dog had pooped all over the floor. He hasnt done that in ages.,Oh yuck! I'm sorry that that happened. What kind of dog is he? Is he sick?
7846,Thanks. I dont think so. He has seemed fine otherwise. I've watched him on our security cam today and he seems fine. He is a mutt from a local shelter.,Hopefully it was just a bad day for him and he won't do it again! I have a couple rescue mutts as well.
7849,My brother graduated high school_comma_ I was very proud of him!,I know that feel_comma_ my brother graduated a year ago_comma_ it's a really big milestone.
7851,It is_comma_ somewhat common_comma_ but still_comma_ I am proud of him all the same!,Yes I agree_comma_ it really signifies the start of their next chapter in life.
7853,I didn't wear a belt today and my pants fit pretty loose... They pretty much fell down while I was at work today.,Oh well that would have been embarrassing_comma_ but if you were trying to shed a few pounds I would say your doing a great job!
7855,haha pro's and con's i guess.,Go buy you some new snazzy belts! Haha!
7858,Sometimes I look through old family pictures and get nostalgic about holidays.,Do you guys still spend the holidays together?
7860,Since most of my grandparents died_comma_ we do not.,Oh no. I'm sorry to hear that.
7863,I have worked along side my friend for 3 years we are always fighting or joking around but a few months back he just quit_comma_ he had a stroke every day at work i miss him he was a good friend,That is really sad and devastating.
7865,he is doing better _comma_ he could barely move for a while but he moved back to his original state where he came from _comma_ hes doing good for himself,I am glad to hear he is doing better.
7867,I think about my childhood a lot_comma_ those were really great days_comma_ I love them,I do too_comma_ its nice to have memories
7869,Yeah_comma_ my street had so many kids_comma_ we played outside every day,Oh man_comma_ I bet that was nice at the time
7871,I feel bad after selling my truck.,Why do you feel bad about it?
7873,I forgot to tell him important things about it. He will most likely run into troubles.,That's unfortunate. Do you have anyway of contacting the buyer now?
7876,I miss the good old days when my kids were just babies.,haha so what are they like now?
7878,The are evil little busy bodies who think money grows on trees.,I hope you taught them that it doesn't!
7881,I really want a Chanel bag for Christmas_comma_ my friend got one and it's so beautiful.,They do have nice bags! I hope you are able to get one!
7883,Me too! They are very pricey_comma_ but I've had my eye on the mini rectangle for a long time.,They are_comma_ but if you save up a little at a time_comma_ it won't be that bad!
7885,I stole candy from the store today.,Why did you steal candy from the store?
7887,I was quite hungry. But now that my stomach is filled_comma_ I kinda feel bad about it.,Did you not have any money to pay for it?
7889,Im so aggravated. I think im going to cancel my cable service,/oh no_comma_ what happened_comma_ whats the problem with the provider
7891,I got a larger than expected bill for my cable this month. so I called them to see what was up and I had to wait on hold for 20 minutes. After that_comma_ the system just hung up on me.,Bad customer service. You should definitely switch
7893,My parents threw a surprise party for me last night. I was so happy!,I love a good surprise party.
7895,Me too! They are a ton of fun. I was so shocked and I got a bunch of cool gifts.,I never get gifts or a party. I need new friends and family
7897,MY son hits his head on the floor purposely when he doesnt get his way,dang.. how long has he been doing that?
7899,about a year. the doctor said he does it for attention and real tears.,yea once it doesnt work anymore he will stop doing it
7902,I have to give a speech at my fathers funeral. I drew the short straw.,It must have been a very difficult speech_comma_ specially since I imagine you were really sad and moved.
7904,Not really_comma_ I just needed to make sure that It goes off without a hitch. I don't want to embarrass my Mother.,Of course_comma_ do you feel prepared to do it then?
7906,I asked my friend to get some stuff for a party_comma_ I knew I could count on him though.,I'm jealous of you. I'm a little introverted and antisocial_comma_ and never got good at developing friendships where I could make them long-lasting and trustworthy. Good for you
7908,I understand_comma_ I'm a bit introverted myself_comma_ it gets easier the more you do it though.,"Yeah_comma_ since I've been in college_comma_ I've been forced to socialize more and I'm getting better at it. It's a muscle just like anything else I guess_comma_ and you have to ""work it out."""
7910,i am so happy the kids are going back to school.,I'm sure they aren't though_comma_ hahahaha.
7912,one of them is_comma_ the other does not want to return.. oh well.,I hope the one who doesn't want to return at least gets to spend more time with their friends.
7914,I went to the pool yesterday all by myself because my friends ditched me.,I'm sorry_comma_ does that happen often?
7916,No it doesn't_comma_ but I'm really questioning how much they really like me. It was an awful day.,I hope they treat you better in the future.
7918,My friend adopted a really elderly dog. I'm so proud of her.,Oh that's nice! Most people don't adopt older dogs
7920,Yea_comma_ they don't. They're probably afraid of loss and of course_comma_ the medical bills.,Mostly medical. But_comma_ also that you most likely won't have long to make a bond_comma_ play_comma_ etc. It would be mostly care
7922,I realized a while ago_comma_ that it is good if you are not afraid of fear.,What made you realize that? You can't live in fear
7924,Yes_comma_ but if you don't run away from it_comma_ there wont be any fear.,It's good to face your fears
7926,I went to the store the other day and made a mistake.,The sounds like it might be bad... What was the mistake? Maybe you're overthinking it!
7928,I left with some candy that I forgot to pay for.,Oh_comma_ that? That's big deal. Everyone has done that at least once. You're definitely overthinking it. People make mistakes. What kind of candy bar was it?
7930,i have a job interview next week,Great! Don't be nervous_comma_ be confident. Works like a charm.
7932,thank you so much.. i am feel so much anxious about it,Don't be. Just visualize yourself already having the job.
7934,i was trying to sleep train my son but i failed. i didn't it's gonna be that hard. I think we will be co sleeping till he goes to college,Ha ha_comma_ I'm sure he'll get the the hang of it eventually. It takes some children longer than others to get used to.
7936,I hope so_comma_ i miss sleeping in a comfortable position without baby feet in my face,I'm not looking forward to it when I have a kid! I can't function without a good 8 hours of sleep.
7938,Our lawnmower is broken_comma_ and our neighbour offered to help us out by mowing our lawn.,That's nice_comma_ pretty rare to have good neighbors these days it seems!
7940,He's been a great neighbour. Very thankful that he's been able to help.,You should have a beer with him or something to show your gratitude!
7942,Man_comma_ I know it's for the best_comma_ but I don't know if I'm ready to join the Air Force.,what is making you have second thoughts?
7944,Well_comma_ I just don't know if I'm physically fit enough for Basic Training. And it's hard imagining signing a contract for 4 years. But_comma_ I know it'll be better in the end_comma_ it'll set me up with a good job and good work experience.,there are other options in life but you must always follow your heart when making such important decisions.
7946,I was upset when my favorite TV show was canceled. Now I don't have anything to watch.,Well thats disappointing. Maybe you can find a show similar to it to watch.
7948,I will look but I hate it when they cancel good shows. It seems to happen too often.,I know what you mean. It seems they keep the crap shows going for years and the good ones get cancelled.
7950,I thought I heard an animal trapped under my house last night.,Oh yeah? What kind of animal do you think it was?
7952,I think it might have been something large. There was a lot of noise and scratching.,Maybe it was an armadillo. I get them in my yard sometimes.
7955,Hey_comma_ yesterday I forgot I had a test and spent the entire day worrying about it while trying to study.,Oh no! How did you end up doingf?
7957,I'm not too sure to be honest_comma_ I reviewed as much as I could_comma_ but I'm still worried about the results.,What subject was the test in?
7959,It was over linear algebra_comma_ which I've been having some trouble in.,I am terrible at math
7961,I was so happy when my mom came to visit me,Nice! How long has it been since you last saw her?
7963,6 months. Way too long!,Man_comma_ I hope you two do something fun!
7965,Today I found out my pre baby clothes fit again. All my hard effort working out is paying off,Well you go girl! I'm super proud of you!
7967,Thanks! I didn't think I'd get here lol,But you did and look at you now_comma_ miss hottie!
7969,Everyone applauded me,That must feel amazing! What did you do to deserve the recognition?
7971,I cleard my papers,Was this at the office? Or perhaps at school?
7973,So lately my most fun experience I've had was when the Capitals won the Stanley cup finally.,That is exciting when your team wins_comma_ have you always been a hockey fan?
7975,Yep since i was 3! Was a nice time the streets of DC flooded with people celebrating a championship finally for the team.,That is awesome! I am from Chicago_comma_ so when the cubs won the world series I felt the same way.
7977,I go out with one of my friend. This friend is so cheap that he doesn't to pay for anything. He even once embarrassed me in a bar.,That sounds frustrating_comma_ especially if they are inconsiderate and drain you of your funds. They sound kind of entitled.
7979,He asked the barman if he can bring his drinks from home. I was so embarrassed.,Oh wow_comma_ that must be embarrassing to deal with. Sounds like they are going through a financial situation_comma_ but they should at least talk to you about it since you two are friends.
7981,My neighbors decided to have a party last night and they played loud music until 1 AM. It really got on my nerves.,Oh I bet you wanted to over there and yell at them. Some people are so inconsiderate.
7983,And this is not the first time either. You are right_comma_ so people are very selfish and it is frusterating.,If it is too bad you should file a noise complaint with the police. Sometimes that is the only way to get the message across.
7985,I walked to an apartment and it took me a while to realize I was in the wrong apartment.,Uh oh. Was someone in there?
7987,They were all asleep. That's pretty dangerous for them.,Oh wow! That is kind of scary.
7989,I was so happy for my son when he won the state championship for tennis,That's great! Congratulations and well done. He must practice long and hard to get to that stage in the game.
7991,He was working hard for years.,Then its all paid off and you should both be very proud. Perhaps he'll turn pro_comma_ do you think?
7993,I recently got my hair done and I've been getting so many compliments!,Wow_comma_ it must be a very recent and trendy hair style
7995,It is_comma_ and it fits my face well! It has really boosted my self esteem!,You husband must be very happy with the style
7997,I almost stepped on a snake today.,Did the snake try to strike at you?
7999,No he didn't.,I'm glad you didn't get bit!
8001,Me too. It was venemous.,Wow. What kind was it?
8003,A copper head.,Are there a lot of snakes where you live?
8005,I bought a ticket last week for the lottery_comma_ when it was over 100 million dollars.,Did you win? LOL
8007,I was so excited watching the numbers being drawn_comma_ but no I didn't win. But someone did! I'm sure they were happy.,Winning those huge jackpots is always a curse. Go for a smaller win :)
8010,I was looking through my attic this weekend for stuff to donate to the local shelter and I came across a box with all of my old baseball gear. It really brought back memories,I used to collect too when I was a kid_comma_ I still have some but they are probably worth nothing other than nostalgia.
8012,Oh I don't mean cards_comma_ I mean gear like old jerseys_comma_ batting gloves_comma_ and stuff I used when I played,Oh oh I got you neat! So stuff you used to play in as a kid. That is nice of you_comma_ sports equipment can be expensive
8014,Yes it can. I think I will donate some of the stuff. But I am keeping my old jerseys and ball glove. Too many good times come to mind to get rid of it,Oh sure_comma_ I played football in high school and still have my letter jacket and one really messed up jersey. I dont think I would ever get rid of them
8017,ended up getting a pizza from Costco. I'm so hungry,Oh man_comma_ Costco pizza is great_comma_ and so cheap_comma_ too. It may not be the best_comma_ but for the price and quantity_comma_ you can't really beat it. Do you like shopping at Costco often?
8019,Not really. I kinda feel like I don't get much_comma_ but their food court stuff is great value for the money.,Yeah_comma_ I guess it depends on your household. I just tag along with my parents from time to time to get certain things in bulk. But I think you need to have a certain amount of people in your family for it to be worth the membership. Still_comma_ I really appreciate the business and the owner as a whole.
8021,when i get payed i usually go to my go to restaurant places _comma_ i avoid fast food since they always get my orders wrong_comma_ so when new restaurants open i tend to avoid them until i see good reviews,Yeah the new places are always really busy when they first open too!
8023,i wait for a few months _comma_ but eventually go,Yeah same here
8025,I went to my high school reunion the other day and got myself into some trouble,Uh oh. A little too much to drink?
8027,Yea_comma_ and I cheated on my wife with my high school girlfriend. I dont know if I should tell her. I feel bad about it,That is about as bad as it can get right there. I think you might have to tell her. The guilt will eat you alive.
8029,I was so furious when i found out a coworker badmouthed me to my boss,I don't have a normal job anymore but that would frustrate me as well.
8031,Yeah. i outperform this person_comma_ and he started throwing shade on me out of pure jealousy,What a disgusting person. I'm just being honest.
8033,i am so prepared the exam tomorrow!,How hard have you been studying? Exams are extreme amounts of mental crunch time!
8035,yup but i have been studying since for a year,You sound very confident! I wish I had your confidence when I was in school.
8037,I was working on a house and a whole section of it was infested with roaches. It was the scariest thing I've ever experienced with bugs. I hate them!,Oh that is so gross! I hate bugs too!
8039,There were thousands of them and I have never seen it like that. My skin crawls just thinking about it!,I hope none of them found a way home with you.
8041,Stupid stubborn people are....the worst. Like_comma_ Stupid people still have hope_comma_ you can convince them if they are humble enough...but a stupid person with an ego is like trying to wash dishes with cat piss and horse sh*t,know it all people drive me nuts too
8043,Yes there has to be a balance,people need to learn and be humble honeslty
8045,I am mad at my brother because he broke my bike. He always want to use my stuff and he ends up breaking it.,Uh oh! Are you going to ask him to pay for it? Or at least fix it?
8047,He is never going to pay or fix it. I already asked him for something else that he broke. He never did pay or fix it.,Might be time to just stop letting him use your stuff_comma_ unfortunately.
8049,I let my friend borrow my car yesterday and I regret it now.,oh yea why is that?
8051,Because he crashed it and totaled it! I am so angry with him,oh wow thats so stupid of him.
8053,One time I wanted to eat at Burger King_comma_ but then I remembered that I was loyal to Mcdonalds,I hate burger king! McD's all the way
8055,Your dam right! Even if the food is small_comma_ it tastes so good!,Adding mac sauce to a cheeseburger is a game changer
8057,I was talking to this girl_comma_ we had amazing chemistry and then she ghosted.,That's unfortunate. I have experienced similar things. I hope that she comes back around.
8059,I hope so to_comma_ because I don't see any reason why she would just stop talking to me or ignore my text_comma_ its weird.,Yeah_comma_ it is. But just realize that you are not the one acting weird.
8062,My dad had cancer and was bed ridden,Oh no_comma_ How long did he live? is he still alive?
8064,52 years,Thats not very long_comma_ I am sorry for your loss.
8066,There were 6 kittens in front of my doorstep this morning.,Are you keeping them?
8068,Yep. Let's see how it goes. If not_comma_ I could always find a good home for them.,That's a lot to take in.
8070,I am super intrigued to try a few new supplements I have learned about.,That's cool. What type of supplements
8072,Chlorella_comma_ Bitter Apricot and Wheatgrass. All should help me detox_comma_ get my gut in line and give me some much needed vitamins I can absorb.,That sounds pretty healthy. Have you always been this health conscious
8075,I hate scary movies!,Do you? Me too! Which one is your favorite?
8077,None of them! I stay far away!,"Oh. I thought you said ""like"" at first. I'm sorry. I like them! You should try watching more of them!"
8079,My daughter was in a play and she had a singing part!,That's awesome_comma_ I was in Chorus as a kid. Did she nail it?
8081,She did I was so proud i almost cried!,Hopefully they made a taping of it for you to have.
8083,just moved into a new apartment last weekend. pretty happy with it. a little smaller but a 5 yo complex as opposed to a 45 year old complex. modern amenities are nice. also_comma_ i'm going to visit my family tomorrow. good week so far.,It feels good to be in a new place_comma_ but the moving process sucks. Is it a new part of town?
8085,yeah. so i live in austin but moved up to the cedar park suburb.. about 15 minutes north of my old place. cedar park itself is not new but it has started growing because people can't afford the quickly rising prices in austin proper.,I get that. My city is going through that right now too. I moved to the suburbs and love it so far.
8087,Years ago when we moved into our home_comma_ we found a young kitten that had been abandoned.,Awww. Did you keep it?
8089,Yes_comma_ we did. He was so cute we took him in_comma_ and now he is 9 years old.,Thats great. I know he appreciates it
8091,I was mortified when my pants ripped while getting out of my car,Oh no_comma_ what did you do ?
8093,I luckily had a sweatshirt I could put around my waist but I had to be really careful!,how long did you have to stay that way.
8095,My nephew plays football this year. So proud of him!,What position does your nephew play?
8097,Not sure yet. Last year he played center. I'm sure he will do good whatever he plays this year.,Is your nephew a big kid?
8100,i am very confident i got this new job,That's awesome! I hope you get the good news soon.
8102,i am excited to hear back!,Early congratulations to ya!
8104,I went into my shed to clean it and i found a dead raccoon,Oh gosh. That's awful... sorry you had to experience that. What did you do after finding it?
8106,I got a bag to clean up the body and i buried him_comma_,Aww. I wonder how he died.. poor raccoon. Even if they are sneaky little creatures_comma_ it's pretty sad.
8108,I wake up to a dead cell phone every single morning.,Oh that's the worst_comma_ I try to remember to charge but it's hard to remember every time.
8110,I charge it every night. My son steals it to watch youtube videos and falls asleep with it on.,So he's the culprit! He better start charging it or else it's revoked !
8113,I feel bad when i lie to my parents_comma_ even though I am an adult now,Yeah_comma_ same thing. They've done so much for me that I just feel bad doing things against them.
8115,Yeah_comma_ sometimes they are a bit pushy and commanding_comma_ but I still feel bad,That's family though. Unless they're straight up abusive_comma_ it's just something you have to deal with from time to time.
8117,My brother won the lottery last month.,That is wonderful! I actually won the lottery once myself and it changed my life for a bit.
