id            ,speaker_utterance                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,listener_utterance                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,s_negative    ,s_neutral    ,s_positive   ,l_negative   ,l_neutral    ,l_positive   ,predictions_ER ,valence_speaker     ,arousal_speaker      ,dominance_speaker    ,valence_listener     ,arousal_listener     ,dominance_listener   ,s_word_len ,l_word_len ,agreeing             ,acknowledging        ,encouraging          ,consoling            ,sympathizing         ,suggesting           ,questioning          ,wishing               ,neutral              ,mimicry ,empathy
sub_13_conv_3 ,"My daughter's birthday was last week. She turned 25 already. And while we were at the party I realized she's not a girl anymore. She's a woman. Also after thinking about this I thought she's not just any woman she's very smart, capable and independent. So I'm pretty sure that in the future soon she will leave the house to pursue her dreams do what she wants in life."                                                                                                                                                                                                                    ,"Well, I don't have any daughter now, so I don't know how you can feel, but I think maybe it's something like you are just get used to it, you have your daughter with you every day at home and at some point she will go and I mean it may be difficult but I haven't had a daughter so I don't know I don't know how can you feel"                                                                                                                                                                                                                  ,0.0059292084  ,0.12513204   ,0.86893874   ,0.48166704   ,0.47786245   ,0.040470514  ,             0 ,0.485263157894737   ,-0.0321052631578948  ,0.216105263157895    ,0.390090909090909    ,-0.185181818181818   ,0.0591818181818182   ,        69 ,        70 ,0.00658530741930008  ,0.000781175214797258 ,0.000279925588984042 ,5.03786577610299E-05 ,0.000488799414597452 ,0.98222291469574     ,0.00597226759418845  ,0.000126338505651802  ,0.00349289877340198  ,      1 ,      3
sub_13_conv_3 ,so of course I feel happy because she she's a great woman now but at the same time a bit sad because she won't be around anymore I mean in the house we want to share like the same things as we have for the last 25 years so I guess I feel happy sad                                                                                                                                                                                                                                                                                                                                               ,"Well, on the other hand, maybe you can release some responsibility and you can have more space at your home maybe. So you have another room for maybe your friends and I think she will be maybe fine because she is already an adult so I think there is not anything to worry about."                                                                                                                                                                                                                                                               ,0.026338704   ,0.114400126  ,0.8592612    ,0.023036791  ,0.33430165   ,0.6426615    ,             0 ,0.28                ,-0.115888888888889   ,0.0101111111111111   ,0.453733333333333    ,-0.1756              ,0.184266666666667    ,        55 ,        54 ,0.000379441597033292 ,9.92753339232877E-05 ,0.000107941843452863 ,0.000165020086569712 ,0.000920337974093854 ,0.996038436889648    ,0.00210521649569273  ,8.00126363174059E-05  ,0.000104290091258008 ,      1 ,      3
sub_13_conv_3 ,"Yes, you are totally right. Maybe I'm more afraid about the change than anything else because even though things are gonna change it's not for the worse I think it's for the better because I want my daughter to have a good life and I am sure like for her it's better if she leaves the house and also I should see that for us my wife and I like it could be also something good in a way that we can spend more time together by our ourselves"                                                                                                                                              ,"Yeah also for her living alone or in another house with her boyfriend or someone else can be good for personal growing. So I think it's also a good thing, not only for you, but for her."                                                                                                                                                                                                                                                                                                                                                            ,0.014548693   ,0.13079415   ,0.8546572    ,0.0025013632 ,0.08593995   ,0.9115587    ,             0 ,0.3384              ,-0.14432             ,0.04264              ,0.4194               ,-0.3138              ,-0.00199999999999999 ,        89 ,        37 ,4.97540422657039E-05 ,5.6884342484409E-05  ,2.11458918784047E-05 ,1.84030468517449E-05 ,2.30196546908701E-05 ,0.00012061333109159  ,6.66917039779946E-05 ,0.000101274410553742  ,0.999542236328125    ,      1 ,      3
sub_13_conv_4 ,Two weeks ago they released a new game that I really wanted to play because it looked just great. But it has like the newest technology so to play that game on PC you need the best equipment. So I spent thousands of dollars to get a new PC. I even borrowed some money from a friend. I've been playing the game for just a few days and it's really boring. I'm disappointed. And now I have this debt of a few thousand dollars that I have to pay for this game that at the end I didn't enjoy.                                                                                               ,"I'm sorry to hear that, but I haven't understand, did you buy also new equipment or only the new game?"                                                                                                                                                                                                                                                                                                                                                                                                                                               ,0.8854156     ,0.08975819   ,0.02482624   ,0.575139     ,0.3983395    ,0.026521517  ,             2 ,0.305151515151515   ,0.0261818181818182   ,0.00878787878787879  ,0.50275              ,0.04925              ,0.067                ,        99 ,        20 ,0.000392384652514011 ,0.000438050308730453 ,4.03305966756307E-05 ,3.64848565368447E-05 ,0.98946475982666     ,0.000341291743097827 ,0.00603180006146431  ,0.000514473125804216  ,0.00274047371931374  ,      1 ,      2
sub_13_conv_4 ,"I mean the game is not that expensive, I spent like 60 bucks on it but the most expensive parts were all the PC components I got to play the game even a new monitor and everything to have the best experience But the game is just bad."                                                                                                                                                                                                                                                                                                                                                           ,"I see. Well, at least you have a new PC and with new equipment, maybe you should think in a positive way that you can buy new games and for me for that specific requirement and some games sometimes are bad you don't know until you play it so I think probably you can try another one"                                                                                                                                                                                                                                                           ,0.82638216    ,0.14161593   ,0.032001898  ,0.10873592   ,0.38972408   ,0.50154      ,             0 ,0.188823529411765   ,0.0567058823529412   ,0.0378823529411765   ,0.411047619047619    ,-0.0142857142857143  ,0.113714285714286    ,        48 ,        57 ,0.00236134347505867  ,0.000444041448645294 ,0.000166391066159122 ,0.000262282468611374 ,0.000235987667110749 ,0.9948570728302      ,0.0015040886355564   ,6.32446754025295E-05  ,0.000105574239569251 ,      1 ,      2
sub_13_conv_4 ,yeah I guess I will have to do that now that I have I spent all this money on this new PC at least to try to take advantage of it in other ways for example by playing different games on it                                                                                                                                                                                                                                                                                                                                                                                                          ,also if you are doing telework you can use it for making hard stuff programming so you can also take advantage of that equipment and also and get compensation back from your money so I think there is no any loss maybe see it like an investment because the PC will be PC you only have to update software you can have a good advantage of it                                                                                                                                                                                                     ,0.03719043    ,0.47491255   ,0.48789698   ,0.007448006  ,0.13440502   ,0.85814697   ,             0 ,0.334571428571429   ,-0.098               ,0.0514285714285714   ,0.328608695652174    ,-0.0998260869565218  ,0.12295652173913     ,        42 ,        67 ,0.000394647911889479 ,0.000569614232517779 ,0.000128567262436263 ,4.12559456890449E-05 ,0.000551554840058088 ,0.993452906608582    ,0.00451302761211991  ,0.000114237482193857  ,0.00023413221060764  ,      1 ,      2
sub_13_conv_5 ,"So as you know, next week is my birthday and this one is special because I'm turning 50 years old. Some people might say that I'm just an old guy but for me it makes me feel happy because it means that I've been able to spend more time in this world just enjoying life."                                                                                                                                                                                                                                                                                                                       ,"Well, happy birthday. You are already in the middle of the average. Yeah, so, well, I don't know how I can feel at that age, but I think it's also maybe like a goal, because many people don't, unfortunately they don't get 50 years. I think you should be very happy."                                                                                                                                                                                                                                                                            ,0.001454486   ,0.014822548  ,0.983723     ,0.031274546  ,0.11954083   ,0.8491847    ,             1 ,0.3876              ,-0.01                ,0.1742               ,0.41875              ,-0.095375            ,0.11075              ,        55 ,        51 ,0.00141565967351198  ,0.000323886284604669 ,0.000235964194871485 ,3.52880379068665E-05 ,0.000488254736410454 ,0.994470715522766    ,0.00237225624732673  ,0.000349448615452275  ,0.000308622344164178 ,      1 ,      3
sub_13_conv_5 ,"Yeah, exactly. You have only two options. You either get older or you die young. So I just want to keep living and keep getting older. So for me, I feel happy I'm getting older."                                                                                                                                                                                                                                                                                                                                                                                                                   ,"Yeah, some people get sad when they get older. And some of them, they don't want to share their age. and I don't have any problem with that but I think it's very normal everybody is getting older so I think the important thing is enjoy it and if you have money spend it and do what you like"                                                                                                                                                                                                                                                   ,0.02548361    ,0.18309322   ,0.79142314   ,0.16885565   ,0.50935215   ,0.32179222   ,             1 ,0.332               ,0.00981818181818182  ,0.103454545454545    ,0.322333333333333    ,-0.0448888888888889  ,0.0884444444444445   ,        35 ,        59 ,9.72684210864827E-05 ,0.000224397808779031 ,2.64105456153629E-05 ,1.63076347234892E-05 ,1.71527426573448E-05 ,3.56319869752042E-05 ,7.43333803256974E-05 ,5.487024463946E-05    ,0.999453604221344    ,      1 ,      3
sub_13_conv_5 ,how will you spend money in your 50s                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,"Maybe bars, clubs, looking for young girls. That's the other thing. Your body is older and some things may not work as well as before. So yeah, maybe you go into the clubs and have fun."                                                                                                                                                                                                                                                                                                                                                            ,0.38940045    ,0.57917017   ,0.03142938   ,0.3273901    ,0.5169132    ,0.15569673   ,             0 ,0.476               ,0.174                ,0.327333333333333    ,0.244                ,-0.0926666666666666  ,-0.114               ,         8 ,        36 ,0.00147669087164104  ,0.000645365158561617 ,0.000172748870681971 ,6.01873616687953E-05 ,0.000509153527673334 ,0.99613356590271     ,0.000757853500545025 ,0.000132562723592855  ,0.000111832850961946 ,      1 ,      3
sub_13_conv_6 ,My last birthday at least until last week was when I was 8 years old. It was a party that organized my parents. And last week was my 30th birthday. My girlfriend organized a surprise party for me. I just went to her place. She told me maybe we can watch a movie or something. I went there expecting just the usual but all my friends and family were there waiting for me for my party and I was it was so exciting                                                                                                                                                                           ,Oh really? such a nice gift from your girlfriend I think it's a very good gift if she took some time to gather up your family and friends. I think friends and family are maybe the best gift you can get especially if you live abroad. Yeah.                                                                                                                                                                                                                                                                                                         ,0.00094298203 ,0.019281488  ,0.97977555   ,0.0017846837 ,0.01740135   ,0.98081404   ,             0 ,0.494086956521739   ,0.0215652173913043   ,0.0619130434782609   ,0.639                ,-0.0423333333333333  ,0.157555555555556    ,        83 ,        47 ,0.000714381341822445 ,0.000317416328471154 ,0.000153127868543379 ,5.35547151230276E-05 ,0.000325152272125706 ,0.991850554943085    ,0.00624914607033134  ,0.000170815736055374  ,0.000165731064043939 ,      1 ,      2
sub_13_conv_6 ,"yes, she put so much effort into this party, organizing it. I just, I cannot believe how she was able to do it because even friends or family members that she doesn't know, they were there. So she really spent her time, and she knows me very well. Because, to be honest I think this has been my best gift ever."                                                                                                                                                                                                                                                                              ,I think you are really important for your girlfriend. and she tried to do something that made you happy and I think she was right. So I think it's a good gift for me.                                                                                                                                                                                                                                                                                                                                                                                 ,0.003922932   ,0.022119744  ,0.97395736   ,0.0016999268 ,0.026087362  ,0.97221273   ,             0 ,0.49975             ,-0.11625             ,0.230625             ,0.625                ,0.0318               ,0.2658               ,        61 ,        34 ,0.000462772062746808 ,0.000117011557449587 ,1.6063646398834E-05  ,1.60454583237879E-05 ,3.99766759073827E-05 ,0.000105333863757551 ,3.19686223519966E-05 ,5.91809548495803E-05  ,0.999151706695557    ,      1 ,      2
sub_13_conv_7 ,So you are also here to take the final exams? Because me too and I'm really excited. I've been studying for this for over two years. So I want to demonstrate that I really know about my field and that I'm going to be a great engineer.                                                                                                                                                                                                                                                                                                                                                            ,"Yeah, me too. I'm here and I have studied hard some of my weekends also just at home studying, studying, but I am afraid maybe if I can't, if I cannot pass the exam I will be very disappointed I think so, but I don't like exams, maybe nobody likes, I don't know, But right now the only thing I want to do is finish the exam and see my score"                                                                                                                                                                                                 ,0.0018798977  ,0.01781068   ,0.9803094    ,0.77284175   ,0.19495279   ,0.032205507  ,             0 ,0.345692307692308   ,0.00461538461538461  ,0.181076923076923    ,0.177739130434783    ,-0.0773043478260869  ,0.0484347826086957   ,        47 ,        71 ,0.00108437042217702  ,0.000115017079224344 ,0.000132528119138442 ,0.000116167291707825 ,0.000757185218390077 ,0.994964838027954    ,0.00245571928098798  ,5.057835005573E-05    ,0.000323597574606538 ,      1 ,      1
sub_13_conv_7 ,"Yeah, I guess nobody enjoys exams me neither. But this time I feel excited because I never studied for that long for something. So it makes me feel confident."                                                                                                                                                                                                                                                                                                                                                                                                                                      ,"Yeah, two years is a long time. It's like a master degree maybe. So I mean you can finally do the test and be free and yes and I hope you can pass it."                                                                                                                                                                                                                                                                                                                                                                                               ,0.017154042   ,0.09401506   ,0.8888309    ,0.012553769  ,0.15760645   ,0.82983977   ,             0 ,0.4022              ,-0.0096              ,0.2162               ,0.265375             ,-0.26825             ,0.06625              ,        29 ,        34 ,0.00107555172871798  ,0.018405320122838    ,0.0178262423723936   ,0.015336574986577    ,0.00150457338895649  ,0.945250630378723    ,0.000306465110043064 ,8.25722745503299E-05  ,0.000212053942959756 ,      1 ,      1
sub_13_conv_7 ,"Exactly. I'm also getting tired of studying for that long. So also for me, I see it as, OK, this is it. After taking this exam, I can get some rest."                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"In case you don't pass it, what will you do? Have you think about it? Because it might be kind of a depressing situation, because you studied a lot of time you invested maybe also not only time but money"                                                                                                                                                                                                                                                                                                                                          ,0.52737725    ,0.39745873   ,0.075164     ,0.73384404   ,0.24046966   ,0.02568628   ,             0 ,0.168285714285714   ,-0.222               ,-0.130285714285714   ,0.237333333333333    ,-0.282166666666667   ,0.0948333333333333   ,        31 ,        40 ,0.000652335293125361 ,5.1339218771318E-05  ,0.000323731714161113 ,0.000188485966646113 ,0.000938108598347753 ,0.882005989551544    ,0.114675924181938    ,0.000354186224285513  ,0.0008099953411147   ,      1 ,      1
sub_13_conv_7 ,"yes that's a possibility and i'm prepared for that but i don't know i think i'm just gonna get a really good score But if that's not the case, I guess I will have to continue with my life."                                                                                                                                                                                                                                                                                                                                                                                                        ,"Yeah, also, I think it's not your case, but for example, people from China, they also study very hard for a couple of months for the university exam. and some of them get very sad if they don't pass, also depresses. But I hope it's not your case."                                                                                                                                                                                                                                                                                               ,0.086695574   ,0.4018859    ,0.5114185    ,0.61767364   ,0.33552554   ,0.046800815  ,             0 ,0.456333333333333   ,-0.122               ,0.249166666666667    ,0.174                ,-0.1385              ,0.075375             ,        39 ,        48 ,5.13103550474625E-05 ,0.000121301884064451 ,0.00023973012866918  ,0.00142379873432219  ,0.000123357429401949 ,7.16559443389997E-05 ,6.26894252491184E-05 ,3.0795741622569E-05   ,0.997875452041626    ,      1 ,      1
sub_13_conv_8 ,"It might sound a bit extreme but I felt very sad when the last time I traveled I lost my phone. It sounds like something trivial but I went abroad. For the first time I went to India I was excited but the moment I was about to take the taxi to go to my hotel I realized that I lost my phone. On my phone I had everything there like my flight tickets, my reservations for the hotel everything. So it was it was just too complex to recover from that and I I didn't know how to navigate or to be in this foreign country without the help of my phone."                                  ,"Yeah, losing your phone should be a very though situation. And you know, we have everything in our phone. and you probably can't do anything without it. You cannot communicate, and there are no public phones maybe anymore in India. So, and I haven't heard that India is a safe or unsafe country, but I don't think so. so maybe you should you should very you probably experience a very bad situation"                                                                                                                                       ,0.7222896     ,0.22844554   ,0.049264893  ,0.7755906    ,0.20060109   ,0.023808315  ,             0 ,0.247555555555556   ,-0.0578333333333333  ,-0.0460555555555556  ,0.221294117647059    ,-0.139411764705882   ,0.103882352941176    ,       113 ,        72 ,0.000662984093651176 ,0.000193755855434574 ,0.000138264687848277 ,0.000115968658064958 ,0.000348604778992012 ,0.995965003967285    ,0.00238233944401145  ,6.57326454529539E-05  ,0.000127424471429549 ,      1 ,      3
sub_13_conv_8 ,we depend a lot on our phones. It's a really good tool especially for traveling and I will try to be more careful like if I go somewhere and then yeah I was to try to protect my phone and also yes I don't know maybe I what to do to keep my phone closer to me and so I don't lose it again I don't want to experience this ever again in my life                                                                                                                                                                                                                                                 ,"In Japan they use something to hang in there, here. I think also that's a good idea, because sometimes you are free hands and that's why you forgot it. But if you have it here maybe, wherever you go you will bring it with yourself. But yeah, be careful."                                                                                                                                                                                                                                                                                        ,0.16920166    ,0.41893953   ,0.4118588    ,0.027858082  ,0.3919699    ,0.580172     ,             0 ,0.333545454545454   ,-0.0772727272727273  ,0.0780909090909091   ,0.301333333333333    ,-0.109333333333333   ,0.0733333333333333   ,        75 ,        49 ,0.000560792104806751 ,0.000120956952741835 ,0.000266279850620776 ,4.85349883092567E-05 ,0.000638600962702185 ,0.993111610412598    ,0.00436034705489874  ,0.000169564242241904  ,0.000723318487871438 ,      1 ,      3
sub_14_conv_1 ,"On my way here, just like 5 minutes ago, I got robbed. Somebody pointed a gun at me and he asked me to give him everything I had on me. I gave him my phone, my wallet. I got very scared. Now I don't have a way to go back home. I have no money or even a card to call my family."                                                                                                                                                                                                                                                                                                                ,"Oh, that's so unfortunate. Have you tried to go to the police box or something to discuss the situation?"                                                                                                                                                                                                                                                                                                                                                                                                                                             ,0.9542224     ,0.04223155   ,0.0035460978 ,0.8484315    ,0.14336292   ,0.008205536  ,             1 ,0.187684210526316   ,-0.151473684210526   ,-0.0171578947368421  ,-0.128666666666667   ,-0.104333333333333   ,-0.092               ,        63 ,        19 ,7.83554496592842E-05 ,0.000204795083845966 ,1.81593568413518E-05 ,4.09789026889484E-05 ,0.000345489563187584 ,0.000109562264697161 ,0.998570561408997    ,5.08638950122986E-05  ,0.00058120588073507  ,      0 ,      2
sub_14_conv_1 ,"Ah, that's the next thing I want to do because I was shocked. So right now I don't understand how I can talk to you just a few moments ago. I couldn't even think."                                                                                                                                                                                                                                                                                                                                                                                                                                  ,"Okay, you can talk more to me and if you need something you can tell me. Maybe we can, yeah. Maybe I can help you in case you need some help to talk with the police or something."                                                                                                                                                                                                                                                                                                                                                                   ,0.72115475    ,0.23062366   ,0.04822166   ,0.012554759  ,0.658435     ,0.3290103    ,             1 ,0.2244              ,-0.124               ,0.0494               ,0.248615384615385    ,-0.135846153846154   ,-0.0689230769230769  ,        34 ,        38 ,0.000426734972279519 ,0.000178696165676229 ,0.000201834147446789 ,0.000249707489274442 ,0.000941844889894128 ,0.997192561626434    ,0.000683165795635432 ,7.2386821557302E-05   ,5.30567922396585E-05 ,      1 ,      2
sub_14_conv_1 ,"If you could help me with that, just tell me where the police station is, that would be good enough."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"Yeah, that's just over there. And if you need something, you can just come back to this place."                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,0.034392525   ,0.35463327   ,0.61097413   ,0.06851305   ,0.74151134   ,0.18997557   ,             1 ,0.267               ,-0.0873333333333333  ,0.0756666666666667   ,0.0848               ,-0.2732              ,-0.2216              ,        20 ,        18 ,0.0094013474881649   ,0.531825006008148    ,0.000348430738085881 ,0.0894480720162392   ,0.00675296364352107  ,0.000979788601398468 ,0.00281672715209424  ,0.000660638732369989  ,0.357767075300217    ,      0 ,      2
sub_14_conv_2 ,So as you know I just enjoy cycling and playing video games and this summer finally I'm gonna be able to go back to my hobbies because the last couple of years I've been too busy at work but I don't know like the planets align and this summer I will be like 100% just spending time on my hobbies again.                                                                                                                                                                                                                                                                                        ,Oh that's so wonderful like I'm really glad to hear about that. Where are you going to go right now?                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,0.107566155   ,0.32036301   ,0.5720708    ,0.0014308237 ,0.008281344  ,0.9902878    ,             2 ,0.363416666666667   ,-0.0736666666666667  ,0.1205               ,0.546                ,0.037                ,0.204666666666667    ,        61 ,        20 ,0.00016919054905884  ,0.000870597432367504 ,2.13527055166196E-05 ,2.58313575614011E-05 ,7.08694715285674E-05 ,9.09767695702612E-05 ,0.998450040817261    ,6.85218838043511E-05  ,0.00023257867724169  ,      1 ,      3
sub_14_conv_2 ,the first ride is gonna be easy one I think because I'm out of shape so maybe I just I will go to like downtown.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Oh nice like I don't do cycling much but maybe we can meet in downtown like we can eat something and then you can cycle home and I just take the train back home.                                                                                                                                                                                                                                                                                                                                                                                      ,0.041535407   ,0.42567056   ,0.532794     ,0.0095973695 ,0.26040623   ,0.72999644   ,             0 ,0.365111111111111   ,-0.266444444444444   ,0.0373333333333333   ,0.445714285714286    ,-0.175285714285714   ,-0.0178571428571429  ,        25 ,        34 ,0.000236662657698616 ,0.00204114057123661  ,5.76914608245715E-05 ,8.75235418789089E-05 ,0.000784483796451241 ,0.994637906551361    ,0.00183553027454764  ,5.23247326782439E-05  ,0.000266758783254772 ,      1 ,      3
sub_14_conv_2 ,Oh that's an excellent plan like let's do that like I go by bicycle you go by train and then we meet there with something delicious                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,yes we can even have a race like which one is faster the train or the bike                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,0.0021552257  ,0.037374593  ,0.96047014   ,0.017681442  ,0.5400384    ,0.44228017   ,             0 ,0.427               ,0.0198               ,0.1194               ,0.296333333333333    ,-0.121333333333333   ,-0.0396666666666667  ,        26 ,        17 ,0.000405306345783174 ,0.993263959884644    ,0.000138564791996032 ,0.00362819456495345  ,0.000244459806708619 ,0.000254076789133251 ,0.000713215325959027 ,4.86613280372694E-05  ,0.00130346976220608  ,      1 ,      3
sub_14_conv_3 ,probably your friend already told you I am not sure but I just broke up with my girlfriend we spent together over five years and I'm devastated I didn't see it coming I thought everything was going just right just just good like and it It just happened out of the blue. I don't know what to do. I feel like I cannot continue on my own.                                                                                                                                                                                                                                                       ,"Oh yeah, I heard that. She told me about this incident. I'm really sorry for that. Do you have plans with your friends? Maybe if you hang out or something, you can release the emotion and forget about it a bit?"                                                                                                                                                                                                                                                                                                                                   ,0.8168135     ,0.1572093    ,0.025977118  ,0.41667864   ,0.52132636   ,0.061995026  ,             2 ,0.2956              ,-0.2273              ,-0.004               ,0.0398               ,0.0074               ,-0.0458              ,        67 ,        41 ,0.00163011974655092  ,0.000177804118720815 ,0.000522025511600077 ,0.000334567244863138 ,0.0683614462614059   ,0.90083634853363     ,0.0276340525597334   ,0.000277686747722328  ,0.00022599489602726  ,      0 ,      3
sub_14_conv_3 ,I want to do something like to keep me busy but at the same time I feel like I don't want to do anything at all I don't have energy I don't know what to do                                                                                                                                                                                                                                                                                                                                                                                                                                           ,I think maybe you just need to take it one step at a time and if there's something you can always talk to her as well you've been knowing her for quite some time                                                                                                                                                                                                                                                                                                                                                                                      ,0.77996415    ,0.19562      ,0.02441588   ,0.012482736  ,0.5516628    ,0.4358544    ,             1 ,0.391833333333333   ,-0.0236666666666667  ,0.159666666666667    ,0.3466               ,-0.2466              ,-0.0386              ,        36 ,        34 ,0.000266131828539073 ,0.00018363751587458  ,9.60044635576196E-05 ,0.000124235462862998 ,0.000791870756074786 ,0.997536778450012    ,0.000840173568576574 ,7.39858442102559E-05  ,8.71638258104213E-05 ,      1 ,      3
sub_14_conv_3 ,yes i do my best because i don't want to be depressed like all the time i know I cannot avoid it but i will try to get better so yeah i think i'm gonna contact her                                                                                                                                                                                                                                                                                                                                                                                                                                   ,"yeah that's good and if there's anything i know i haven't known you for quite long but maybe if If you want to talk, I can help. Just tell me."                                                                                                                                                                                                                                                                                                                                                                                                       ,0.06331243    ,0.3477255    ,0.588962     ,0.00551973   ,0.13564616   ,0.8588341    ,             1 ,0.245692307692308   ,-0.122461538461538   ,0.0923076923076923   ,0.4085               ,-0.18725             ,0.086                ,        37 ,        30 ,0.00173659506253898  ,0.000203412157134153 ,0.000148478575283661 ,5.48256502952427E-05 ,0.000881509156897664 ,0.995055317878723    ,0.00130906933918595  ,7.86575619713403E-05  ,0.000532118720002472 ,      1 ,      3
sub_14_conv_4 ,"Welcome to the company, you are one of the new employees. If you are like me, you will really like this place. I've been working here for over 12 years. I just want to continue working here. I'm sure that if I continue here because of my team and my boss, all the support I receive, I'm just gonna keep improving my work but also as a person. So hopefully you feel the same."                                                                                                                                                                                                              ,Thank you very much for the warm welcome and I'm very delighted that I can join this company. Maybe you can tell more about the team or the people inside there.                                                                                                                                                                                                                                                                                                                                                                                       ,0.002761182   ,0.03440371   ,0.9628351    ,0.0011561778 ,0.0071091745 ,0.9917346    ,             2 ,0.442086956521739   ,-0.124173913043478   ,0.175130434782609    ,0.513818181818182    ,-0.134               ,0.184181818181818    ,        74 ,        31 ,0.000521264388225973 ,0.000863935681991279 ,9.14455013116822E-05 ,2.96049402095377E-05 ,0.00121983862482011  ,0.995367407798767    ,0.00150958844460547  ,0.000164326163940132  ,0.000232691512792371 ,      1 ,      1
sub_14_conv_4 ,You will be part of my team so we'll work close. I'm gonna introduce you to the rest of the team. I think you will find it's gonna be a great experience.                                                                                                                                                                                                                                                                                                                                                                                                                                             ,Thank you very much and I think for now I still don't know a lot of things so I really appreciate your help.                                                                                                                                                                                                                                                                                                                                                                                                                                           ,0.0012087496  ,0.019716525  ,0.97907466   ,0.024565687  ,0.12409973   ,0.8513346    ,             1 ,0.435384615384615   ,-0.100923076923077   ,0.243076923076923    ,0.442                ,-0.299428571428571   ,0.0511428571428571   ,        32 ,        23 ,0.155514046549797    ,0.0166042409837246   ,0.00044676591642201  ,0.000148648832691833 ,0.000498740759212524 ,0.000343770923791453 ,0.000122500568977557 ,0.000905362190678716  ,0.825415909290314    ,      1 ,      1
sub_14_conv_4 ,Don't be afraid of making questions or making mistakes. Everybody starts like that. We'll support you and give you everything you need so you can just continue improving.                                                                                                                                                                                                                                                                                                                                                                                                                            ,"Thank you again. And yeah, let's begin the orientation. How about it?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.011680303   ,0.143072     ,0.84524775   ,0.0017061983 ,0.09049042   ,0.90780336   ,             2 ,0.166               ,-0.0687272727272727  ,-0.0589090909090909  ,0.534666666666667    ,-0.0826666666666667  ,0.316666666666667    ,        28 ,        12 ,5.20934663654771E-05 ,6.04712186031975E-05 ,4.2005554860225E-05  ,1.80662609636784E-05 ,8.80787192727439E-05 ,0.000140445277793333 ,0.999355137348175    ,0.00011878718942171   ,0.000124905913253315 ,      1 ,      1
